IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.222.98,2082,false,SIN,Asia Pacific,Singapore,280 ms,5317 kB/s
8.218.142.253,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,5317 kB/s
8.219.4.122,2086,false,SIN,Asia Pacific,Singapore,289 ms,5316 kB/s
8.218.74.119,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,5316 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,282 ms,5315 kB/s
47.243.27.217,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5313 kB/s
8.219.237.250,2095,false,SIN,Asia Pacific,Singapore,291 ms,5312 kB/s
8.210.101.157,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5308 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,284 ms,5306 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,301 ms,5306 kB/s
47.245.118.70,8080,false,SIN,Asia Pacific,Singapore,307 ms,5299 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,304 ms,5298 kB/s
8.222.249.190,8080,false,SIN,Asia Pacific,Singapore,312 ms,5294 kB/s
47.243.203.119,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,5292 kB/s
8.218.181.189,2052,false,HKG,Asia Pacific,Hong Kong,72 ms,5283 kB/s
47.243.186.171,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,5283 kB/s
8.222.150.197,2052,false,SIN,Asia Pacific,Singapore,304 ms,5281 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,299 ms,5279 kB/s
8.219.97.50,80,false,SIN,Asia Pacific,Singapore,290 ms,5278 kB/s
8.219.98.13,8080,false,SIN,Asia Pacific,Singapore,299 ms,5277 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,292 ms,5269 kB/s
8.217.127.73,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5263 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,304 ms,5256 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,286 ms,5255 kB/s
8.219.229.190,8880,false,SIN,Asia Pacific,Singapore,300 ms,5255 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,302 ms,5254 kB/s
47.242.125.241,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,5253 kB/s
47.243.70.186,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,5249 kB/s
8.219.78.188,80,false,SIN,Asia Pacific,Singapore,297 ms,5248 kB/s
47.243.173.187,80,false,HKG,Asia Pacific,Hong Kong,71 ms,5248 kB/s
8.222.179.231,2086,false,SIN,Asia Pacific,Singapore,277 ms,5248 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,301 ms,5242 kB/s
8.219.93.5,8080,false,SIN,Asia Pacific,Singapore,295 ms,5241 kB/s
47.245.105.224,80,false,SIN,Asia Pacific,Singapore,303 ms,5238 kB/s
8.217.239.116,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,5237 kB/s
47.242.183.7,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,5236 kB/s
47.242.7.162,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,5235 kB/s
8.210.39.96,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,5232 kB/s
8.218.181.189,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,5231 kB/s
8.222.187.4,2086,false,SIN,Asia Pacific,Singapore,279 ms,5230 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,302 ms,5229 kB/s
8.210.9.129,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5229 kB/s
47.242.176.237,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,5228 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,288 ms,5227 kB/s
8.218.85.128,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,5223 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,300 ms,5221 kB/s
8.219.142.191,2052,false,SIN,Asia Pacific,Singapore,295 ms,5220 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,298 ms,5219 kB/s
8.218.122.55,2095,false,HKG,Asia Pacific,Hong Kong,70 ms,5219 kB/s
8.219.40.37,8880,false,SIN,Asia Pacific,Singapore,296 ms,5218 kB/s
8.210.55.134,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,5218 kB/s
8.210.244.38,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,5216 kB/s
8.219.117.198,2052,false,SIN,Asia Pacific,Singapore,283 ms,5215 kB/s
8.217.154.218,2082,false,HKG,Asia Pacific,Hong Kong,55 ms,5210 kB/s
8.219.174.142,8080,false,SIN,Asia Pacific,Singapore,295 ms,5208 kB/s
8.222.184.198,8080,false,SIN,Asia Pacific,Singapore,281 ms,5208 kB/s
8.219.194.170,2052,false,SIN,Asia Pacific,Singapore,302 ms,5205 kB/s
8.219.1.92,2095,false,SIN,Asia Pacific,Singapore,289 ms,5198 kB/s
47.245.84.124,8880,false,SIN,Asia Pacific,Singapore,315 ms,5192 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,310 ms,5189 kB/s
8.219.117.198,2095,false,SIN,Asia Pacific,Singapore,284 ms,5180 kB/s
8.217.49.34,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,5175 kB/s
8.219.191.40,8080,false,SIN,Asia Pacific,Singapore,296 ms,5175 kB/s
8.219.93.5,2095,false,SIN,Asia Pacific,Singapore,276 ms,5175 kB/s
8.217.232.246,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,5172 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,288 ms,5166 kB/s
8.222.181.117,2086,false,SIN,Asia Pacific,Singapore,301 ms,5166 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,302 ms,5164 kB/s
8.219.0.48,2086,false,SIN,Asia Pacific,Singapore,288 ms,5161 kB/s
8.219.194.170,2082,false,SIN,Asia Pacific,Singapore,294 ms,5158 kB/s
47.238.6.58,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,5157 kB/s
8.219.120.87,2095,false,SIN,Asia Pacific,Singapore,285 ms,5157 kB/s
8.219.83.201,80,false,SIN,Asia Pacific,Singapore,285 ms,5156 kB/s
8.222.244.192,8080,false,SIN,Asia Pacific,Singapore,297 ms,5155 kB/s
8.219.42.72,80,false,SIN,Asia Pacific,Singapore,299 ms,5155 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,300 ms,5153 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,306 ms,5153 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,300 ms,5152 kB/s
8.219.113.232,8880,false,SIN,Asia Pacific,Singapore,285 ms,5151 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,293 ms,5148 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,298 ms,5145 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,287 ms,5144 kB/s
8.218.3.12,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,5141 kB/s
8.219.147.58,2095,false,SIN,Asia Pacific,Singapore,278 ms,5141 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,281 ms,5137 kB/s
8.222.134.170,2086,false,SIN,Asia Pacific,Singapore,283 ms,5136 kB/s
8.219.87.30,2052,false,SIN,Asia Pacific,Singapore,306 ms,5134 kB/s
47.236.75.152,8080,false,SIN,Asia Pacific,Singapore,309 ms,5132 kB/s
8.219.191.110,2086,false,SIN,Asia Pacific,Singapore,293 ms,5131 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,306 ms,5127 kB/s
47.245.118.70,2086,false,SIN,Asia Pacific,Singapore,305 ms,5123 kB/s
8.219.104.37,8880,false,SIN,Asia Pacific,Singapore,304 ms,5119 kB/s
8.219.202.130,80,false,SIN,Asia Pacific,Singapore,294 ms,5118 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,287 ms,5117 kB/s
8.219.163.195,8080,false,SIN,Asia Pacific,Singapore,288 ms,5117 kB/s
47.245.118.70,2082,false,SIN,Asia Pacific,Singapore,311 ms,5117 kB/s
8.222.144.50,2082,false,SIN,Asia Pacific,Singapore,283 ms,5114 kB/s
8.210.192.93,8880,false,HKG,Asia Pacific,Hong Kong,71 ms,5114 kB/s
8.219.6.150,2086,false,SIN,Asia Pacific,Singapore,297 ms,5109 kB/s
8.219.86.200,8880,false,SIN,Asia Pacific,Singapore,303 ms,5108 kB/s
8.219.202.130,2086,false,SIN,Asia Pacific,Singapore,287 ms,5105 kB/s
8.210.3.24,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,5102 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,290 ms,5101 kB/s
8.219.142.191,8880,false,SIN,Asia Pacific,Singapore,299 ms,5096 kB/s
8.219.0.48,80,false,SIN,Asia Pacific,Singapore,298 ms,5088 kB/s
8.219.191.40,2082,false,SIN,Asia Pacific,Singapore,291 ms,5083 kB/s
47.245.114.163,80,false,SIN,Asia Pacific,Singapore,318 ms,5078 kB/s
8.222.208.38,2082,false,SIN,Asia Pacific,Singapore,306 ms,5078 kB/s
8.218.98.75,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,5078 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,278 ms,5077 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,316 ms,5074 kB/s
8.219.0.48,2095,false,SIN,Asia Pacific,Singapore,283 ms,5073 kB/s
47.245.102.52,80,false,SIN,Asia Pacific,Singapore,305 ms,5072 kB/s
8.210.119.11,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,5071 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,302 ms,5069 kB/s
8.210.164.75,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,5068 kB/s
8.219.6.150,8880,false,SIN,Asia Pacific,Singapore,290 ms,5067 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,312 ms,5066 kB/s
47.236.169.141,80,false,SIN,Asia Pacific,Singapore,291 ms,5065 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,295 ms,5064 kB/s
8.219.67.133,2095,false,SIN,Asia Pacific,Singapore,279 ms,5064 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,280 ms,5064 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,282 ms,5063 kB/s
8.222.144.50,8880,false,SIN,Asia Pacific,Singapore,275 ms,5062 kB/s
8.219.111.175,2052,false,SIN,Asia Pacific,Singapore,305 ms,5060 kB/s
8.222.156.242,2052,false,SIN,Asia Pacific,Singapore,301 ms,5058 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,301 ms,5058 kB/s
47.76.33.40,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,5056 kB/s
8.222.181.117,2095,false,SIN,Asia Pacific,Singapore,284 ms,5053 kB/s
8.210.119.11,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,5049 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,282 ms,5043 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,289 ms,5042 kB/s
47.245.114.163,8080,false,SIN,Asia Pacific,Singapore,301 ms,5039 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,291 ms,5038 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,297 ms,5035 kB/s
8.219.163.195,2052,false,SIN,Asia Pacific,Singapore,292 ms,5033 kB/s
47.76.98.98,80,false,HKG,Asia Pacific,Hong Kong,60 ms,5032 kB/s
8.219.120.87,2086,false,SIN,Asia Pacific,Singapore,301 ms,5030 kB/s
8.222.169.222,8880,false,SIN,Asia Pacific,Singapore,281 ms,5030 kB/s
8.219.142.191,2095,false,SIN,Asia Pacific,Singapore,295 ms,5027 kB/s
8.210.89.245,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,5026 kB/s
8.219.78.188,8880,false,SIN,Asia Pacific,Singapore,285 ms,5025 kB/s
8.219.126.240,8880,false,SIN,Asia Pacific,Singapore,298 ms,5023 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,318 ms,5021 kB/s
8.219.40.37,2052,false,SIN,Asia Pacific,Singapore,282 ms,5015 kB/s
8.219.78.188,2082,false,SIN,Asia Pacific,Singapore,285 ms,5015 kB/s
47.236.145.85,8080,false,SIN,Asia Pacific,Singapore,279 ms,5011 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,303 ms,5010 kB/s
8.222.160.176,80,false,SIN,Asia Pacific,Singapore,276 ms,5008 kB/s
8.219.191.40,80,false,SIN,Asia Pacific,Singapore,303 ms,5005 kB/s
47.76.33.40,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,4998 kB/s
8.217.147.230,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,4997 kB/s
8.222.179.231,8880,false,SIN,Asia Pacific,Singapore,292 ms,4990 kB/s
47.238.43.79,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,4989 kB/s
8.218.181.189,80,false,HKG,Asia Pacific,Hong Kong,75 ms,4987 kB/s
8.222.150.197,8880,false,SIN,Asia Pacific,Singapore,294 ms,4987 kB/s
8.219.6.150,80,false,SIN,Asia Pacific,Singapore,289 ms,4985 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,304 ms,4980 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,283 ms,4972 kB/s
8.219.40.37,2095,false,SIN,Asia Pacific,Singapore,285 ms,4969 kB/s
8.219.248.47,8080,false,SIN,Asia Pacific,Singapore,278 ms,4968 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,281 ms,4965 kB/s
8.222.162.45,2086,false,SIN,Asia Pacific,Singapore,288 ms,4960 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,301 ms,4957 kB/s
8.218.243.95,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4955 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,301 ms,4955 kB/s
47.243.5.154,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4954 kB/s
8.219.147.58,80,false,SIN,Asia Pacific,Singapore,302 ms,4953 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,300 ms,4952 kB/s
8.219.11.158,80,false,SIN,Asia Pacific,Singapore,311 ms,4952 kB/s
8.222.146.222,80,false,SIN,Asia Pacific,Singapore,296 ms,4950 kB/s
8.219.194.170,2086,false,SIN,Asia Pacific,Singapore,307 ms,4948 kB/s
8.219.99.169,8080,false,SIN,Asia Pacific,Singapore,278 ms,4947 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,303 ms,4946 kB/s
8.217.250.5,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4941 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,296 ms,4940 kB/s
8.219.126.240,80,false,SIN,Asia Pacific,Singapore,287 ms,4936 kB/s
8.219.147.58,2082,false,SIN,Asia Pacific,Singapore,278 ms,4936 kB/s
8.222.136.247,2095,false,SIN,Asia Pacific,Singapore,302 ms,4935 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,302 ms,4935 kB/s
8.219.83.71,2082,false,SIN,Asia Pacific,Singapore,291 ms,4932 kB/s
8.219.210.64,8080,false,SIN,Asia Pacific,Singapore,296 ms,4923 kB/s
8.219.222.98,2086,false,SIN,Asia Pacific,Singapore,301 ms,4921 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,299 ms,4916 kB/s
8.219.86.200,80,false,SIN,Asia Pacific,Singapore,283 ms,4912 kB/s
47.76.32.108,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,4912 kB/s
8.219.193.202,2095,false,SIN,Asia Pacific,Singapore,300 ms,4912 kB/s
8.222.244.192,8880,false,SIN,Asia Pacific,Singapore,279 ms,4910 kB/s
8.219.98.13,2052,false,SIN,Asia Pacific,Singapore,299 ms,4909 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,281 ms,4905 kB/s
8.210.156.6,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,4905 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,288 ms,4902 kB/s
8.218.98.75,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,4901 kB/s
47.245.114.163,2086,false,SIN,Asia Pacific,Singapore,306 ms,4901 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,305 ms,4900 kB/s
8.219.83.201,2095,false,SIN,Asia Pacific,Singapore,279 ms,4896 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,292 ms,4895 kB/s
8.219.86.200,2095,false,SIN,Asia Pacific,Singapore,285 ms,4892 kB/s
8.222.193.65,2082,false,SIN,Asia Pacific,Singapore,303 ms,4892 kB/s
8.219.78.1,8880,false,SIN,Asia Pacific,Singapore,297 ms,4891 kB/s
47.245.96.80,8080,false,SIN,Asia Pacific,Singapore,312 ms,4889 kB/s
47.242.252.237,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,4889 kB/s
8.210.192.93,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4881 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,304 ms,4881 kB/s
8.219.122.55,8080,false,SIN,Asia Pacific,Singapore,277 ms,4878 kB/s
8.222.184.198,2095,false,SIN,Asia Pacific,Singapore,280 ms,4877 kB/s
47.243.139.243,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,4877 kB/s
8.222.169.222,2086,false,SIN,Asia Pacific,Singapore,303 ms,4876 kB/s
8.219.161.129,2095,false,SIN,Asia Pacific,Singapore,295 ms,4875 kB/s
8.219.147.58,8880,false,SIN,Asia Pacific,Singapore,280 ms,4874 kB/s
8.222.208.38,2052,false,SIN,Asia Pacific,Singapore,285 ms,4872 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,303 ms,4872 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,284 ms,4871 kB/s
8.222.162.45,2082,false,SIN,Asia Pacific,Singapore,279 ms,4869 kB/s
8.219.193.202,8080,false,SIN,Asia Pacific,Singapore,289 ms,4867 kB/s
8.219.4.122,2052,false,SIN,Asia Pacific,Singapore,293 ms,4857 kB/s
8.210.43.213,2086,false,HKG,Asia Pacific,Hong Kong,72 ms,4855 kB/s
47.242.176.237,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4854 kB/s
8.218.174.118,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,4854 kB/s
8.222.179.231,2082,false,SIN,Asia Pacific,Singapore,283 ms,4849 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,300 ms,4849 kB/s
8.222.160.176,2052,false,SIN,Asia Pacific,Singapore,282 ms,4848 kB/s
47.242.125.241,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4842 kB/s
47.236.232.148,2095,false,SIN,Asia Pacific,Singapore,292 ms,4841 kB/s
8.219.6.150,2052,false,SIN,Asia Pacific,Singapore,300 ms,4840 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,285 ms,4840 kB/s
8.219.210.64,2086,false,SIN,Asia Pacific,Singapore,305 ms,4839 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,300 ms,4834 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,298 ms,4831 kB/s
8.210.107.246,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,4830 kB/s
8.222.208.38,8080,false,SIN,Asia Pacific,Singapore,292 ms,4828 kB/s
8.217.50.252,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4827 kB/s
8.219.99.169,8880,false,SIN,Asia Pacific,Singapore,303 ms,4827 kB/s
8.217.239.116,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,4823 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,4821 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,278 ms,4816 kB/s
8.222.169.222,8080,false,SIN,Asia Pacific,Singapore,292 ms,4816 kB/s
47.243.173.187,2052,false,HKG,Asia Pacific,Hong Kong,87 ms,4814 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,301 ms,4811 kB/s
8.219.49.65,2052,false,SIN,Asia Pacific,Singapore,299 ms,4810 kB/s
47.245.114.163,2082,false,SIN,Asia Pacific,Singapore,298 ms,4809 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,290 ms,4809 kB/s
8.217.250.5,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,4808 kB/s
8.219.142.191,80,false,SIN,Asia Pacific,Singapore,300 ms,4805 kB/s
47.237.125.8,8880,false,SIN,Asia Pacific,Singapore,280 ms,4805 kB/s
8.222.162.45,2095,false,SIN,Asia Pacific,Singapore,299 ms,4805 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,305 ms,4804 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,297 ms,4804 kB/s
8.217.91.121,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,4802 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4794 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,304 ms,4787 kB/s
47.236.232.148,8880,false,SIN,Asia Pacific,Singapore,303 ms,4787 kB/s
8.222.137.192,2095,false,SIN,Asia Pacific,Singapore,283 ms,4786 kB/s
47.243.139.85,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,4784 kB/s
8.219.210.64,2052,false,SIN,Asia Pacific,Singapore,301 ms,4781 kB/s
8.210.85.222,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4781 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,302 ms,4778 kB/s
8.218.188.129,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4778 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,282 ms,4777 kB/s
8.219.0.162,80,false,SIN,Asia Pacific,Singapore,301 ms,4777 kB/s
8.219.126.240,2082,false,SIN,Asia Pacific,Singapore,305 ms,4776 kB/s
8.222.160.176,8080,false,SIN,Asia Pacific,Singapore,299 ms,4774 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,289 ms,4772 kB/s
47.76.29.115,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4767 kB/s
8.219.209.14,2082,false,SIN,Asia Pacific,Singapore,285 ms,4767 kB/s
8.219.93.5,2082,false,SIN,Asia Pacific,Singapore,305 ms,4764 kB/s
8.219.142.191,8080,false,SIN,Asia Pacific,Singapore,294 ms,4759 kB/s
8.222.156.242,2086,false,SIN,Asia Pacific,Singapore,298 ms,4757 kB/s
8.219.147.58,2052,false,SIN,Asia Pacific,Singapore,295 ms,4757 kB/s
8.219.114.201,2052,false,SIN,Asia Pacific,Singapore,281 ms,4757 kB/s
8.219.40.37,2082,false,SIN,Asia Pacific,Singapore,288 ms,4755 kB/s
8.219.163.195,2082,false,SIN,Asia Pacific,Singapore,286 ms,4754 kB/s
8.219.191.110,2082,false,SIN,Asia Pacific,Singapore,294 ms,4754 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,290 ms,4754 kB/s
8.222.179.231,80,false,SIN,Asia Pacific,Singapore,280 ms,4751 kB/s
8.219.100.168,2082,false,SIN,Asia Pacific,Singapore,305 ms,4750 kB/s
47.245.84.124,2086,false,SIN,Asia Pacific,Singapore,295 ms,4749 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,283 ms,4749 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,278 ms,4747 kB/s
8.217.251.62,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,4741 kB/s
8.222.137.192,2086,false,SIN,Asia Pacific,Singapore,296 ms,4740 kB/s
8.218.65.237,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4733 kB/s
8.222.249.190,80,false,SIN,Asia Pacific,Singapore,297 ms,4732 kB/s
8.210.146.108,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4732 kB/s
8.219.126.240,2095,false,SIN,Asia Pacific,Singapore,305 ms,4732 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,288 ms,4732 kB/s
8.210.39.96,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,4731 kB/s
8.219.120.87,2082,false,SIN,Asia Pacific,Singapore,281 ms,4729 kB/s
8.217.127.73,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4727 kB/s
8.219.193.202,2086,false,SIN,Asia Pacific,Singapore,306 ms,4726 kB/s
47.245.102.52,2095,false,SIN,Asia Pacific,Singapore,305 ms,4726 kB/s
47.76.29.115,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,4725 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,294 ms,4723 kB/s
8.219.237.250,2052,false,SIN,Asia Pacific,Singapore,290 ms,4718 kB/s
8.222.244.192,2082,false,SIN,Asia Pacific,Singapore,291 ms,4717 kB/s
8.219.50.180,8880,false,SIN,Asia Pacific,Singapore,299 ms,4714 kB/s
8.222.184.198,2052,false,SIN,Asia Pacific,Singapore,283 ms,4712 kB/s
8.210.245.224,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4711 kB/s
8.222.183.242,2095,false,SIN,Asia Pacific,Singapore,302 ms,4707 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,287 ms,4707 kB/s
8.219.51.211,2095,false,SIN,Asia Pacific,Singapore,299 ms,4705 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,296 ms,4705 kB/s
8.219.93.5,8880,false,SIN,Asia Pacific,Singapore,298 ms,4704 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,278 ms,4693 kB/s
8.219.147.58,2086,false,SIN,Asia Pacific,Singapore,298 ms,4692 kB/s
8.218.188.129,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4692 kB/s
8.219.132.64,2086,false,SIN,Asia Pacific,Singapore,302 ms,4691 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,303 ms,4691 kB/s
8.210.89.245,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,4686 kB/s
8.219.220.88,2086,false,SIN,Asia Pacific,Singapore,296 ms,4686 kB/s
47.237.125.8,2052,false,SIN,Asia Pacific,Singapore,301 ms,4685 kB/s
8.219.198.139,80,false,SIN,Asia Pacific,Singapore,289 ms,4685 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,301 ms,4680 kB/s
8.219.191.110,2052,false,SIN,Asia Pacific,Singapore,292 ms,4677 kB/s
8.219.104.37,8080,false,SIN,Asia Pacific,Singapore,285 ms,4677 kB/s
8.219.78.188,2086,false,SIN,Asia Pacific,Singapore,293 ms,4677 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,304 ms,4674 kB/s
8.219.97.50,2082,false,SIN,Asia Pacific,Singapore,292 ms,4672 kB/s
8.222.137.192,8880,false,SIN,Asia Pacific,Singapore,281 ms,4671 kB/s
47.245.105.224,8880,false,SIN,Asia Pacific,Singapore,291 ms,4671 kB/s
8.218.11.90,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,4670 kB/s
47.245.118.70,8880,false,SIN,Asia Pacific,Singapore,297 ms,4670 kB/s
