IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.187.4,8080,false,SIN,Asia Pacific,Singapore,286 ms,4197 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,274 ms,4193 kB/s
8.222.193.65,2052,false,SIN,Asia Pacific,Singapore,279 ms,4186 kB/s
8.219.11.158,2086,false,SIN,Asia Pacific,Singapore,303 ms,4185 kB/s
8.222.146.222,2086,false,SIN,Asia Pacific,Singapore,291 ms,4185 kB/s
8.222.191.138,2052,false,SIN,Asia Pacific,Singapore,285 ms,4185 kB/s
8.219.170.232,80,false,SIN,Asia Pacific,Singapore,281 ms,4182 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,4175 kB/s
8.219.191.40,8080,false,SIN,Asia Pacific,Singapore,286 ms,4172 kB/s
47.236.75.152,8080,false,SIN,Asia Pacific,Singapore,287 ms,4172 kB/s
8.219.97.50,2086,false,SIN,Asia Pacific,Singapore,288 ms,4171 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,286 ms,4170 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,301 ms,4167 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,305 ms,4165 kB/s
8.217.149.28,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,4161 kB/s
8.218.201.73,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4157 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,291 ms,4157 kB/s
8.222.237.131,8880,false,SIN,Asia Pacific,Singapore,306 ms,4156 kB/s
8.219.83.71,80,false,SIN,Asia Pacific,Singapore,282 ms,4154 kB/s
8.219.106.156,80,false,SIN,Asia Pacific,Singapore,293 ms,4153 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,293 ms,4153 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,282 ms,4152 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,300 ms,4152 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,281 ms,4152 kB/s
8.222.160.176,2082,false,SIN,Asia Pacific,Singapore,302 ms,4152 kB/s
47.238.40.58,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4150 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,288 ms,4149 kB/s
8.222.160.176,80,false,SIN,Asia Pacific,Singapore,283 ms,4143 kB/s
8.222.179.231,80,false,SIN,Asia Pacific,Singapore,282 ms,4140 kB/s
8.219.104.37,8080,false,SIN,Asia Pacific,Singapore,305 ms,4138 kB/s
8.222.160.176,2095,false,SIN,Asia Pacific,Singapore,285 ms,4134 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,301 ms,4134 kB/s
47.76.204.76,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,4134 kB/s
8.222.167.147,80,false,SIN,Asia Pacific,Singapore,279 ms,4133 kB/s
8.222.146.222,8880,false,SIN,Asia Pacific,Singapore,285 ms,4131 kB/s
8.219.124.227,2095,false,SIN,Asia Pacific,Singapore,285 ms,4125 kB/s
8.219.78.188,2086,false,SIN,Asia Pacific,Singapore,287 ms,4125 kB/s
8.219.77.222,8880,false,SIN,Asia Pacific,Singapore,291 ms,4124 kB/s
47.236.232.148,2095,false,SIN,Asia Pacific,Singapore,280 ms,4124 kB/s
47.236.75.152,2095,false,SIN,Asia Pacific,Singapore,291 ms,4120 kB/s
47.76.213.245,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,4113 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,287 ms,4113 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,280 ms,4111 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,281 ms,4105 kB/s
8.219.198.139,2086,false,SIN,Asia Pacific,Singapore,302 ms,4104 kB/s
8.219.83.201,80,false,SIN,Asia Pacific,Singapore,277 ms,4101 kB/s
8.219.87.30,2052,false,SIN,Asia Pacific,Singapore,288 ms,4100 kB/s
8.219.93.5,2095,false,SIN,Asia Pacific,Singapore,281 ms,4095 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,289 ms,4094 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,303 ms,4088 kB/s
8.222.183.242,2082,false,SIN,Asia Pacific,Singapore,281 ms,4083 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,286 ms,4081 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,309 ms,4080 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,310 ms,4077 kB/s
8.219.202.130,8880,false,SIN,Asia Pacific,Singapore,284 ms,4076 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,290 ms,4076 kB/s
47.236.232.148,8080,false,SIN,Asia Pacific,Singapore,280 ms,4073 kB/s
8.222.191.138,2086,false,SIN,Asia Pacific,Singapore,303 ms,4071 kB/s
8.219.0.162,2052,false,SIN,Asia Pacific,Singapore,299 ms,4068 kB/s
8.222.144.50,2082,false,SIN,Asia Pacific,Singapore,299 ms,4067 kB/s
8.222.164.209,2052,false,SIN,Asia Pacific,Singapore,303 ms,4065 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,302 ms,4061 kB/s
8.218.188.129,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4059 kB/s
8.219.114.201,8880,false,SIN,Asia Pacific,Singapore,304 ms,4055 kB/s
8.222.137.192,80,false,SIN,Asia Pacific,Singapore,299 ms,4054 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,304 ms,4054 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,300 ms,4053 kB/s
8.219.120.87,80,false,SIN,Asia Pacific,Singapore,306 ms,4052 kB/s
8.219.77.222,8080,false,SIN,Asia Pacific,Singapore,299 ms,4052 kB/s
47.76.213.245,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,4052 kB/s
8.219.193.202,2082,false,SIN,Asia Pacific,Singapore,303 ms,4040 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,308 ms,4040 kB/s
8.219.120.87,2095,false,SIN,Asia Pacific,Singapore,300 ms,4037 kB/s
8.219.51.211,80,false,SIN,Asia Pacific,Singapore,281 ms,4030 kB/s
8.222.167.147,2095,false,SIN,Asia Pacific,Singapore,303 ms,4029 kB/s
8.219.193.202,2095,false,SIN,Asia Pacific,Singapore,302 ms,4027 kB/s
8.222.150.197,8880,false,SIN,Asia Pacific,Singapore,287 ms,4026 kB/s
8.219.201.245,2086,false,SIN,Asia Pacific,Singapore,301 ms,4022 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,305 ms,4021 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,64 ms,4021 kB/s
8.219.132.64,8080,false,SIN,Asia Pacific,Singapore,278 ms,4021 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,280 ms,4017 kB/s
8.218.136.25,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4016 kB/s
8.219.222.98,2086,false,SIN,Asia Pacific,Singapore,285 ms,4015 kB/s
8.217.49.34,80,false,HKG,Asia Pacific,Hong Kong,65 ms,4015 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,4014 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,280 ms,4013 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,285 ms,4008 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,304 ms,4005 kB/s
47.76.26.26,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4003 kB/s
47.238.131.39,2086,false,HKG,Asia Pacific,Hong Kong,72 ms,3998 kB/s
47.76.233.67,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3997 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,284 ms,3996 kB/s
8.219.142.191,2095,false,SIN,Asia Pacific,Singapore,303 ms,3996 kB/s
8.222.146.222,2082,false,SIN,Asia Pacific,Singapore,293 ms,3994 kB/s
8.219.193.202,80,false,SIN,Asia Pacific,Singapore,301 ms,3990 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,295 ms,3987 kB/s
8.219.177.205,2052,false,SIN,Asia Pacific,Singapore,283 ms,3986 kB/s
8.222.144.50,2052,false,SIN,Asia Pacific,Singapore,310 ms,3985 kB/s
8.219.177.205,2086,false,SIN,Asia Pacific,Singapore,279 ms,3985 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,279 ms,3979 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,304 ms,3978 kB/s
8.219.202.130,2082,false,SIN,Asia Pacific,Singapore,300 ms,3977 kB/s
8.222.146.222,2052,false,SIN,Asia Pacific,Singapore,292 ms,3976 kB/s
8.219.124.227,2086,false,SIN,Asia Pacific,Singapore,304 ms,3973 kB/s
8.219.170.232,8080,false,SIN,Asia Pacific,Singapore,278 ms,3973 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,281 ms,3972 kB/s
8.219.110.81,2082,false,SIN,Asia Pacific,Singapore,287 ms,3971 kB/s
8.219.50.180,2082,false,SIN,Asia Pacific,Singapore,298 ms,3970 kB/s
8.219.51.211,2082,false,SIN,Asia Pacific,Singapore,303 ms,3966 kB/s
8.219.6.150,8880,false,SIN,Asia Pacific,Singapore,298 ms,3966 kB/s
8.210.107.246,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,3965 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,279 ms,3962 kB/s
8.219.42.72,2082,false,SIN,Asia Pacific,Singapore,281 ms,3962 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,296 ms,3960 kB/s
8.219.199.220,80,false,SIN,Asia Pacific,Singapore,277 ms,3959 kB/s
8.218.222.36,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,3957 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,280 ms,3956 kB/s
8.219.1.92,2052,false,SIN,Asia Pacific,Singapore,280 ms,3952 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,284 ms,3948 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,300 ms,3947 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,280 ms,3947 kB/s
8.222.244.192,8880,false,SIN,Asia Pacific,Singapore,285 ms,3947 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,276 ms,3942 kB/s
8.219.98.13,80,false,SIN,Asia Pacific,Singapore,304 ms,3940 kB/s
8.219.86.200,2052,false,SIN,Asia Pacific,Singapore,299 ms,3938 kB/s
8.219.111.175,2082,false,SIN,Asia Pacific,Singapore,303 ms,3938 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,286 ms,3932 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,282 ms,3931 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,300 ms,3928 kB/s
47.238.5.0,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,3925 kB/s
8.222.150.197,2082,false,SIN,Asia Pacific,Singapore,283 ms,3923 kB/s
8.219.202.130,2095,false,SIN,Asia Pacific,Singapore,309 ms,3923 kB/s
8.219.174.213,2082,false,SIN,Asia Pacific,Singapore,280 ms,3923 kB/s
8.219.177.205,2095,false,SIN,Asia Pacific,Singapore,282 ms,3921 kB/s
8.219.200.145,2095,false,SIN,Asia Pacific,Singapore,281 ms,3921 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,366 ms,3917 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,303 ms,3913 kB/s
8.219.78.1,8880,false,SIN,Asia Pacific,Singapore,281 ms,3912 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,282 ms,3911 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,309 ms,3909 kB/s
47.242.183.7,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,3899 kB/s
47.242.155.183,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,3899 kB/s
8.219.87.30,2082,false,SIN,Asia Pacific,Singapore,301 ms,3899 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,289 ms,3896 kB/s
8.219.117.198,2082,false,SIN,Asia Pacific,Singapore,278 ms,3896 kB/s
8.219.147.58,8880,false,SIN,Asia Pacific,Singapore,283 ms,3895 kB/s
8.219.229.190,2082,false,SIN,Asia Pacific,Singapore,284 ms,3891 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,301 ms,3889 kB/s
8.222.162.45,80,false,SIN,Asia Pacific,Singapore,275 ms,3889 kB/s
8.218.74.119,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,3889 kB/s
8.222.160.176,2086,false,SIN,Asia Pacific,Singapore,295 ms,3888 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,290 ms,3887 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,302 ms,3887 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,285 ms,3886 kB/s
8.219.142.191,8880,false,SIN,Asia Pacific,Singapore,287 ms,3884 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,302 ms,3883 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,298 ms,3880 kB/s
8.219.200.145,2052,false,SIN,Asia Pacific,Singapore,299 ms,3877 kB/s
8.219.163.195,8080,false,SIN,Asia Pacific,Singapore,282 ms,3876 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,292 ms,3876 kB/s
8.219.97.50,8080,false,SIN,Asia Pacific,Singapore,304 ms,3876 kB/s
8.219.200.145,8080,false,SIN,Asia Pacific,Singapore,283 ms,3874 kB/s
8.222.181.117,2082,false,SIN,Asia Pacific,Singapore,311 ms,3871 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,309 ms,3870 kB/s
8.219.111.147,2095,false,SIN,Asia Pacific,Singapore,303 ms,3867 kB/s
8.218.142.253,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,3865 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,285 ms,3865 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,292 ms,3865 kB/s
8.222.191.138,8080,false,SIN,Asia Pacific,Singapore,279 ms,3864 kB/s
8.222.162.45,2052,false,SIN,Asia Pacific,Singapore,285 ms,3861 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,282 ms,3860 kB/s
8.219.163.195,80,false,SIN,Asia Pacific,Singapore,285 ms,3859 kB/s
8.219.193.202,2052,false,SIN,Asia Pacific,Singapore,298 ms,3858 kB/s
8.222.169.222,2082,false,SIN,Asia Pacific,Singapore,279 ms,3856 kB/s
8.222.181.117,2095,false,SIN,Asia Pacific,Singapore,281 ms,3856 kB/s
8.219.86.200,2086,false,SIN,Asia Pacific,Singapore,280 ms,3855 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,275 ms,3854 kB/s
8.219.97.50,2082,false,SIN,Asia Pacific,Singapore,284 ms,3852 kB/s
8.222.184.198,2052,false,SIN,Asia Pacific,Singapore,309 ms,3852 kB/s
8.219.97.50,2052,false,SIN,Asia Pacific,Singapore,294 ms,3849 kB/s
8.222.134.170,2082,false,SIN,Asia Pacific,Singapore,281 ms,3847 kB/s
8.222.169.222,8080,false,SIN,Asia Pacific,Singapore,276 ms,3847 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,304 ms,3845 kB/s
8.219.202.130,8080,false,SIN,Asia Pacific,Singapore,299 ms,3844 kB/s
8.222.191.138,8880,false,SIN,Asia Pacific,Singapore,300 ms,3843 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,289 ms,3843 kB/s
8.222.164.209,80,false,SIN,Asia Pacific,Singapore,308 ms,3843 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,303 ms,3843 kB/s
8.219.110.81,8080,false,SIN,Asia Pacific,Singapore,285 ms,3840 kB/s
8.219.50.180,2086,false,SIN,Asia Pacific,Singapore,295 ms,3839 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,283 ms,3838 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,309 ms,3838 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,304 ms,3838 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,287 ms,3836 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,283 ms,3834 kB/s
8.222.156.242,8880,false,SIN,Asia Pacific,Singapore,281 ms,3833 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,287 ms,3832 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,288 ms,3827 kB/s
8.219.191.110,2086,false,SIN,Asia Pacific,Singapore,306 ms,3826 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,279 ms,3822 kB/s
8.218.65.237,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3821 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,282 ms,3821 kB/s
8.219.51.211,2095,false,SIN,Asia Pacific,Singapore,298 ms,3817 kB/s
8.222.184.198,2086,false,SIN,Asia Pacific,Singapore,308 ms,3816 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,300 ms,3815 kB/s
8.219.120.87,2082,false,SIN,Asia Pacific,Singapore,291 ms,3814 kB/s
8.219.114.201,80,false,SIN,Asia Pacific,Singapore,290 ms,3812 kB/s
8.219.66.156,2082,false,NRT,Asia Pacific,Tokyo,369 ms,3810 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,309 ms,3810 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,278 ms,3809 kB/s
8.218.181.189,80,false,HKG,Asia Pacific,Hong Kong,56 ms,3809 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,289 ms,3808 kB/s
47.76.146.1,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3808 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,291 ms,3807 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,300 ms,3806 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,281 ms,3805 kB/s
8.219.209.14,2052,false,SIN,Asia Pacific,Singapore,298 ms,3804 kB/s
8.222.179.231,2052,false,SIN,Asia Pacific,Singapore,288 ms,3804 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,278 ms,3801 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,312 ms,3800 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,302 ms,3799 kB/s
8.222.146.222,2095,false,SIN,Asia Pacific,Singapore,308 ms,3797 kB/s
8.219.1.92,8880,false,SIN,Asia Pacific,Singapore,277 ms,3795 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,286 ms,3794 kB/s
8.219.87.30,2095,false,SIN,Asia Pacific,Singapore,308 ms,3790 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,302 ms,3789 kB/s
47.236.232.148,2086,false,SIN,Asia Pacific,Singapore,282 ms,3785 kB/s
8.219.147.58,2086,false,SIN,Asia Pacific,Singapore,287 ms,3784 kB/s
8.219.4.122,80,false,SIN,Asia Pacific,Singapore,303 ms,3784 kB/s
8.219.147.58,8080,false,SIN,Asia Pacific,Singapore,276 ms,3782 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,304 ms,3778 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,288 ms,3777 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,301 ms,3777 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,282 ms,3776 kB/s
47.242.174.27,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,3774 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,305 ms,3773 kB/s
8.219.210.64,2052,false,SIN,Asia Pacific,Singapore,302 ms,3773 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,300 ms,3773 kB/s
8.219.93.5,2086,false,SIN,Asia Pacific,Singapore,283 ms,3772 kB/s
8.222.249.190,2082,false,SIN,Asia Pacific,Singapore,285 ms,3768 kB/s
8.222.167.147,8880,false,SIN,Asia Pacific,Singapore,279 ms,3766 kB/s
8.222.162.45,2095,false,SIN,Asia Pacific,Singapore,301 ms,3764 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,287 ms,3762 kB/s
8.222.249.190,2052,false,SIN,Asia Pacific,Singapore,284 ms,3759 kB/s
8.219.60.54,2095,false,SIN,Asia Pacific,Singapore,303 ms,3753 kB/s
8.222.193.65,2086,false,SIN,Asia Pacific,Singapore,276 ms,3753 kB/s
8.219.198.139,2082,false,SIN,Asia Pacific,Singapore,290 ms,3752 kB/s
8.219.222.98,2082,false,SIN,Asia Pacific,Singapore,301 ms,3752 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,297 ms,3749 kB/s
8.222.169.222,8880,false,SIN,Asia Pacific,Singapore,277 ms,3749 kB/s
8.222.169.222,80,false,SIN,Asia Pacific,Singapore,281 ms,3747 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,298 ms,3746 kB/s
8.219.117.198,2086,false,SIN,Asia Pacific,Singapore,300 ms,3745 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,284 ms,3745 kB/s
8.222.164.209,2082,false,SIN,Asia Pacific,Singapore,301 ms,3742 kB/s
8.222.144.50,8080,false,SIN,Asia Pacific,Singapore,309 ms,3740 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,306 ms,3739 kB/s
8.219.113.232,8880,false,SIN,Asia Pacific,Singapore,303 ms,3734 kB/s
8.219.139.13,2095,false,SIN,Asia Pacific,Singapore,302 ms,3732 kB/s
8.219.126.240,2052,false,SIN,Asia Pacific,Singapore,283 ms,3731 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,302 ms,3731 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,287 ms,3728 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,285 ms,3727 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,281 ms,3725 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,284 ms,3718 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,311 ms,3717 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,281 ms,3711 kB/s
8.219.6.150,2086,false,SIN,Asia Pacific,Singapore,298 ms,3710 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,277 ms,3707 kB/s
47.245.86.230,2095,false,SIN,Asia Pacific,Singapore,298 ms,3705 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,278 ms,3703 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,290 ms,3702 kB/s
8.219.0.162,2082,false,SIN,Asia Pacific,Singapore,289 ms,3699 kB/s
8.222.179.231,2086,false,SIN,Asia Pacific,Singapore,275 ms,3699 kB/s
47.238.6.58,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,3698 kB/s
8.217.250.5,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3698 kB/s
47.242.252.237,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3698 kB/s
47.236.180.24,8080,false,SIN,Asia Pacific,Singapore,308 ms,3697 kB/s
8.222.215.228,2086,false,SIN,Asia Pacific,Singapore,299 ms,3697 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,309 ms,3695 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,281 ms,3692 kB/s
8.217.91.121,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3690 kB/s
8.219.113.232,80,false,SIN,Asia Pacific,Singapore,304 ms,3690 kB/s
8.222.183.242,80,false,SIN,Asia Pacific,Singapore,301 ms,3689 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,292 ms,3687 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,302 ms,3684 kB/s
8.219.220.88,8880,false,SIN,Asia Pacific,Singapore,297 ms,3681 kB/s
8.219.174.142,2086,false,SIN,Asia Pacific,Singapore,284 ms,3681 kB/s
8.219.209.14,8080,false,SIN,Asia Pacific,Singapore,286 ms,3680 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,305 ms,3678 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,306 ms,3677 kB/s
8.222.237.131,2086,false,SIN,Asia Pacific,Singapore,308 ms,3677 kB/s
8.219.191.40,2086,false,SIN,Asia Pacific,Singapore,302 ms,3675 kB/s
8.219.126.240,8880,false,SIN,Asia Pacific,Singapore,297 ms,3671 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,307 ms,3668 kB/s
8.222.237.131,2095,false,SIN,Asia Pacific,Singapore,298 ms,3667 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,308 ms,3666 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,306 ms,3664 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,299 ms,3664 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,289 ms,3660 kB/s
47.237.121.38,2086,false,SIN,Asia Pacific,Singapore,298 ms,3659 kB/s
8.222.146.222,80,false,SIN,Asia Pacific,Singapore,307 ms,3656 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,284 ms,3651 kB/s
8.222.144.50,80,false,SIN,Asia Pacific,Singapore,307 ms,3647 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,300 ms,3641 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,284 ms,3640 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,283 ms,3638 kB/s
8.222.183.242,2095,false,SIN,Asia Pacific,Singapore,296 ms,3636 kB/s
8.222.184.198,2095,false,SIN,Asia Pacific,Singapore,294 ms,3633 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,286 ms,3633 kB/s
8.219.0.48,2086,false,SIN,Asia Pacific,Singapore,296 ms,3632 kB/s
8.219.191.110,8880,false,SIN,Asia Pacific,Singapore,279 ms,3631 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,304 ms,3627 kB/s
8.219.106.156,2052,false,SIN,Asia Pacific,Singapore,297 ms,3627 kB/s
8.222.244.192,2052,false,SIN,Asia Pacific,Singapore,297 ms,3627 kB/s
8.219.40.37,2052,false,SIN,Asia Pacific,Singapore,290 ms,3625 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,287 ms,3625 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,300 ms,3625 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,296 ms,3625 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,282 ms,3621 kB/s
8.222.180.86,2086,false,SIN,Asia Pacific,Singapore,274 ms,3619 kB/s
47.236.118.216,8880,false,SIN,Asia Pacific,Singapore,305 ms,3618 kB/s
8.219.42.72,8880,false,SIN,Asia Pacific,Singapore,305 ms,3616 kB/s
